date,run_pipeline,Channel Name,sampleid,method,sub_method,condition,replicate,tissue,Lane,Index,project,project_orig,reference,chemistry,flowcell,seq_dir,min_umis,min_genes,percent_mito,cellbender_expected_cells,cellbender_total_droplets_included,focus,append,calc_signature_scores,introns,Notes
2023_02_26,TRUE,channel1,FF04677819,multiome,atac,nuclei,channel1,pbmc,*,SI-NA-A12,FINNGEN,FINNGEN,GRCh38-2020-A_arc_v2.0.0,SC3Pv3,HCMCJDSX5,gs://fc-secure-d4adbbf9-8265-4a5c-b14f-23a5f1b5c4f9/finngen_multiome/cellranger_arc_FINNGEN/output/230226_SL-NVY_0579_BHCMCJDSX5_arcfastqs/fastq_path/HCMCJDSX5/FF04677819_atac,400,200,20,1000,20000,,,,TRUE,
2023_02_26,TRUE,channel1,FF04677826,multiome,atac,nuclei,channel1,pbmc,*,SI-NA-H12,FINNGEN,FINNGEN,GRCh38-2020-A_arc_v2.0.0,SC3Pv3,HCMCJDSX5,gs://fc-secure-d4adbbf9-8265-4a5c-b14f-23a5f1b5c4f9/finngen_multiome/cellranger_arc_FINNGEN/output/230226_SL-NVY_0579_BHCMCJDSX5_arcfastqs/fastq_path/HCMCJDSX5/FF04677826_atac,400,200,20,1000,20000,,,,TRUE,
2023_02_26,TRUE,channel1,FF04677871,multiome,atac,nuclei,channel1,pbmc,*,SI-NA-B9,FINNGEN,FINNGEN,GRCh38-2020-A_arc_v2.0.0,SC3Pv3,HCMCJDSX5,gs://fc-secure-d4adbbf9-8265-4a5c-b14f-23a5f1b5c4f9/finngen_multiome/cellranger_arc_FINNGEN/output/230226_SL-NVY_0579_BHCMCJDSX5_arcfastqs/fastq_path/HCMCJDSX5/FF04677871_atac,400,200,20,1000,20000,,,,TRUE,
2023_02_26,TRUE,channel1,FF04677912,multiome,atac,nuclei,channel1,pbmc,*,SI-NA-H10,FINNGEN,FINNGEN,GRCh38-2020-A_arc_v2.0.0,SC3Pv3,HCMCJDSX5,gs://fc-secure-d4adbbf9-8265-4a5c-b14f-23a5f1b5c4f9/finngen_multiome/cellranger_arc_FINNGEN/output/230226_SL-NVY_0579_BHCMCJDSX5_arcfastqs/fastq_path/HCMCJDSX5/FF04677912_atac,400,200,20,1000,20000,,,,TRUE,
2023_02_26,TRUE,channel1,FF04677929,multiome,atac,nuclei,channel1,pbmc,*,SI-NA-G12,FINNGEN,FINNGEN,GRCh38-2020-A_arc_v2.0.0,SC3Pv3,HCMCJDSX5,gs://fc-secure-d4adbbf9-8265-4a5c-b14f-23a5f1b5c4f9/finngen_multiome/cellranger_arc_FINNGEN/output/230226_SL-NVY_0579_BHCMCJDSX5_arcfastqs/fastq_path/HCMCJDSX5/FF04677929_atac,400,200,20,1000,20000,,,,TRUE,
2023_02_26,TRUE,channel1,FF04678006,multiome,atac,nuclei,channel1,pbmc,*,SI-NA-E12,FINNGEN,FINNGEN,GRCh38-2020-A_arc_v2.0.0,SC3Pv3,HCMCJDSX5,gs://fc-secure-d4adbbf9-8265-4a5c-b14f-23a5f1b5c4f9/finngen_multiome/cellranger_arc_FINNGEN/output/230226_SL-NVY_0579_BHCMCJDSX5_arcfastqs/fastq_path/HCMCJDSX5/FF04678006_atac,400,200,20,1000,20000,,,,TRUE,
2023_02_26,TRUE,channel1,FF04678012,multiome,atac,nuclei,channel1,pbmc,*,SI-NA-D10,FINNGEN,FINNGEN,GRCh38-2020-A_arc_v2.0.0,SC3Pv3,HCMCJDSX5,gs://fc-secure-d4adbbf9-8265-4a5c-b14f-23a5f1b5c4f9/finngen_multiome/cellranger_arc_FINNGEN/output/230226_SL-NVY_0579_BHCMCJDSX5_arcfastqs/fastq_path/HCMCJDSX5/FF04678012_atac,400,200,20,1000,20000,,,,TRUE,
2023_02_26,TRUE,channel1,FF04678019,multiome,atac,nuclei,channel1,pbmc,*,SI-NA-G10,FINNGEN,FINNGEN,GRCh38-2020-A_arc_v2.0.0,SC3Pv3,HCMCJDSX5,gs://fc-secure-d4adbbf9-8265-4a5c-b14f-23a5f1b5c4f9/finngen_multiome/cellranger_arc_FINNGEN/output/230226_SL-NVY_0579_BHCMCJDSX5_arcfastqs/fastq_path/HCMCJDSX5/FF04678019_atac,400,200,20,1000,20000,,,,TRUE,
2023_02_26,TRUE,channel1,FF04678035,multiome,atac,nuclei,channel1,pbmc,*,SI-NA-C8,FINNGEN,FINNGEN,GRCh38-2020-A_arc_v2.0.0,SC3Pv3,HCN33DSX5,gs://fc-secure-d4adbbf9-8265-4a5c-b14f-23a5f1b5c4f9/finngen_multiome/cellranger_arc_FINNGEN/output/230226_SL-NVY_0580_AHCN33DSX5_arcfastqs/fastq_path/HCN33DSX5/FF04678035_atac,400,200,20,1000,20000,,,,TRUE,
2023_02_26,TRUE,channel1,FF04678051,multiome,atac,nuclei,channel1,pbmc,*,SI-NA-B8,FINNGEN,FINNGEN,GRCh38-2020-A_arc_v2.0.0,SC3Pv3,HCN33DSX5,gs://fc-secure-d4adbbf9-8265-4a5c-b14f-23a5f1b5c4f9/finngen_multiome/cellranger_arc_FINNGEN/output/230226_SL-NVY_0580_AHCN33DSX5_arcfastqs/fastq_path/HCN33DSX5/FF04678051_atac,400,200,20,1000,20000,,,,TRUE,
2023_02_26,TRUE,channel1,FF04678131,multiome,atac,nuclei,channel1,pbmc,*,SI-NA-G7,FINNGEN,FINNGEN,GRCh38-2020-A_arc_v2.0.0,SC3Pv3,HCMCJDSX5,gs://fc-secure-d4adbbf9-8265-4a5c-b14f-23a5f1b5c4f9/finngen_multiome/cellranger_arc_FINNGEN/output/230226_SL-NVY_0579_BHCMCJDSX5_arcfastqs/fastq_path/HCMCJDSX5/FF04678131_atac,400,200,20,1000,20000,,,,TRUE,
2023_02_26,TRUE,channel1,FF04678144,multiome,atac,nuclei,channel1,pbmc,*,SI-NA-E8,FINNGEN,FINNGEN,GRCh38-2020-A_arc_v2.0.0,SC3Pv3,HCN33DSX5,gs://fc-secure-d4adbbf9-8265-4a5c-b14f-23a5f1b5c4f9/finngen_multiome/cellranger_arc_FINNGEN/output/230226_SL-NVY_0580_AHCN33DSX5_arcfastqs/fastq_path/HCN33DSX5/FF04678144_atac,400,200,20,1000,20000,,,,TRUE,
2023_02_26,TRUE,channel1,FF04678185,multiome,atac,nuclei,channel1,pbmc,*,SI-NA-H9,FINNGEN,FINNGEN,GRCh38-2020-A_arc_v2.0.0,SC3Pv3,HCMCJDSX5,gs://fc-secure-d4adbbf9-8265-4a5c-b14f-23a5f1b5c4f9/finngen_multiome/cellranger_arc_FINNGEN/output/230226_SL-NVY_0579_BHCMCJDSX5_arcfastqs/fastq_path/HCMCJDSX5/FF04678185_atac,400,200,20,1000,20000,,,,TRUE,
2023_02_26,TRUE,channel1,FF04678215,multiome,atac,nuclei,channel1,pbmc,*,SI-NA-B10,FINNGEN,FINNGEN,GRCh38-2020-A_arc_v2.0.0,SC3Pv3,HCMCJDSX5,gs://fc-secure-d4adbbf9-8265-4a5c-b14f-23a5f1b5c4f9/finngen_multiome/cellranger_arc_FINNGEN/output/230226_SL-NVY_0579_BHCMCJDSX5_arcfastqs/fastq_path/HCMCJDSX5/FF04678215_atac,400,200,20,1000,20000,,,,TRUE,
2023_02_26,TRUE,channel1,FF04678216,multiome,atac,nuclei,channel1,pbmc,*,SI-NA-F9,FINNGEN,FINNGEN,GRCh38-2020-A_arc_v2.0.0,SC3Pv3,HCMCJDSX5,gs://fc-secure-d4adbbf9-8265-4a5c-b14f-23a5f1b5c4f9/finngen_multiome/cellranger_arc_FINNGEN/output/230226_SL-NVY_0579_BHCMCJDSX5_arcfastqs/fastq_path/HCMCJDSX5/FF04678216_atac,400,200,20,1000,20000,,,,TRUE,
2023_02_26,TRUE,channel1,FF04679061,multiome,atac,nuclei,channel1,pbmc,*,SI-NA-D12,FINNGEN,FINNGEN,GRCh38-2020-A_arc_v2.0.0,SC3Pv3,HCMCJDSX5,gs://fc-secure-d4adbbf9-8265-4a5c-b14f-23a5f1b5c4f9/finngen_multiome/cellranger_arc_FINNGEN/output/230226_SL-NVY_0579_BHCMCJDSX5_arcfastqs/fastq_path/HCMCJDSX5/FF04679061_atac,400,200,20,1000,20000,,,,TRUE,
2023_02_26,TRUE,channel1,FF04679091,multiome,atac,nuclei,channel1,pbmc,*,SI-NA-B12,FINNGEN,FINNGEN,GRCh38-2020-A_arc_v2.0.0,SC3Pv3,HCMCJDSX5,gs://fc-secure-d4adbbf9-8265-4a5c-b14f-23a5f1b5c4f9/finngen_multiome/cellranger_arc_FINNGEN/output/230226_SL-NVY_0579_BHCMCJDSX5_arcfastqs/fastq_path/HCMCJDSX5/FF04679091_atac,400,200,20,1000,20000,,,,TRUE,
2023_02_26,TRUE,channel1,FF04679232,multiome,atac,nuclei,channel1,pbmc,*,SI-NA-F7,FINNGEN,FINNGEN,GRCh38-2020-A_arc_v2.0.0,SC3Pv3,HCMCJDSX5,gs://fc-secure-d4adbbf9-8265-4a5c-b14f-23a5f1b5c4f9/finngen_multiome/cellranger_arc_FINNGEN/output/230226_SL-NVY_0579_BHCMCJDSX5_arcfastqs/fastq_path/HCMCJDSX5/FF04679232_atac,400,200,20,1000,20000,,,,TRUE,
2023_02_26,TRUE,channel1,FF04679363,multiome,atac,nuclei,channel1,pbmc,*,SI-NA-A10,FINNGEN,FINNGEN,GRCh38-2020-A_arc_v2.0.0,SC3Pv3,HCMCJDSX5,gs://fc-secure-d4adbbf9-8265-4a5c-b14f-23a5f1b5c4f9/finngen_multiome/cellranger_arc_FINNGEN/output/230226_SL-NVY_0579_BHCMCJDSX5_arcfastqs/fastq_path/HCMCJDSX5/FF04679363_atac,400,200,20,1000,20000,,,,TRUE,
2023_02_26,TRUE,channel1,FF04679584,multiome,atac,nuclei,channel1,pbmc,*,SI-NA-C10,FINNGEN,FINNGEN,GRCh38-2020-A_arc_v2.0.0,SC3Pv3,HCMCJDSX5,gs://fc-secure-d4adbbf9-8265-4a5c-b14f-23a5f1b5c4f9/finngen_multiome/cellranger_arc_FINNGEN/output/230226_SL-NVY_0579_BHCMCJDSX5_arcfastqs/fastq_path/HCMCJDSX5/FF04679584_atac,400,200,20,1000,20000,,,,TRUE,
2023_02_26,TRUE,channel1,FF04679635,multiome,atac,nuclei,channel1,pbmc,*,SI-NA-F10,FINNGEN,FINNGEN,GRCh38-2020-A_arc_v2.0.0,SC3Pv3,HCMCJDSX5,gs://fc-secure-d4adbbf9-8265-4a5c-b14f-23a5f1b5c4f9/finngen_multiome/cellranger_arc_FINNGEN/output/230226_SL-NVY_0579_BHCMCJDSX5_arcfastqs/fastq_path/HCMCJDSX5/FF04679635_atac,400,200,20,1000,20000,,,,TRUE,
2023_02_26,TRUE,channel1,FF05494391,multiome,atac,nuclei,channel1,pbmc,*,SI-NA-D2,FINNGEN,FINNGEN,GRCh38-2020-A_arc_v2.0.0,SC3Pv3,HCN33DSX5,gs://fc-secure-d4adbbf9-8265-4a5c-b14f-23a5f1b5c4f9/finngen_multiome/cellranger_arc_FINNGEN/output/230226_SL-NVY_0580_AHCN33DSX5_arcfastqs/fastq_path/HCN33DSX5/FF05494391_atac,400,200,20,1000,20000,,,,TRUE,
2023_02_26,TRUE,channel1,FF06996062,multiome,atac,nuclei,channel1,pbmc,*,SI-NA-D8,FINNGEN,FINNGEN,GRCh38-2020-A_arc_v2.0.0,SC3Pv3,HCN33DSX5,gs://fc-secure-d4adbbf9-8265-4a5c-b14f-23a5f1b5c4f9/finngen_multiome/cellranger_arc_FINNGEN/output/230226_SL-NVY_0580_AHCN33DSX5_arcfastqs/fastq_path/HCN33DSX5/FF06996062_atac,400,200,20,1000,20000,,,,TRUE,
2023_02_26,TRUE,channel1,FF06996123,multiome,atac,nuclei,channel1,pbmc,*,SI-NA-H8,FINNGEN,FINNGEN,GRCh38-2020-A_arc_v2.0.0,SC3Pv3,HCN33DSX5,gs://fc-secure-d4adbbf9-8265-4a5c-b14f-23a5f1b5c4f9/finngen_multiome/cellranger_arc_FINNGEN/output/230226_SL-NVY_0580_AHCN33DSX5_arcfastqs/fastq_path/HCN33DSX5/FF06996123_atac,400,200,20,1000,20000,,,,TRUE,
2023_02_26,TRUE,channel1,FF06996138,multiome,atac,nuclei,channel1,pbmc,*,SI-NA-E7,FINNGEN,FINNGEN,GRCh38-2020-A_arc_v2.0.0,SC3Pv3,HCMCJDSX5,gs://fc-secure-d4adbbf9-8265-4a5c-b14f-23a5f1b5c4f9/finngen_multiome/cellranger_arc_FINNGEN/output/230226_SL-NVY_0579_BHCMCJDSX5_arcfastqs/fastq_path/HCMCJDSX5/FF06996138_atac,400,200,20,1000,20000,,,,TRUE,
2023_02_26,TRUE,channel1,FF06996352,multiome,atac,nuclei,channel1,pbmc,*,SI-NA-F2,FINNGEN,FINNGEN,GRCh38-2020-A_arc_v2.0.0,SC3Pv3,HCN33DSX5,gs://fc-secure-d4adbbf9-8265-4a5c-b14f-23a5f1b5c4f9/finngen_multiome/cellranger_arc_FINNGEN/output/230226_SL-NVY_0580_AHCN33DSX5_arcfastqs/fastq_path/HCN33DSX5/FF06996352_atac,400,200,20,1000,20000,,,,TRUE,
2023_02_26,TRUE,channel1,FF06996435,multiome,atac,nuclei,channel1,pbmc,*,SI-NA-G8,FINNGEN,FINNGEN,GRCh38-2020-A_arc_v2.0.0,SC3Pv3,HCN33DSX5,gs://fc-secure-d4adbbf9-8265-4a5c-b14f-23a5f1b5c4f9/finngen_multiome/cellranger_arc_FINNGEN/output/230226_SL-NVY_0580_AHCN33DSX5_arcfastqs/fastq_path/HCN33DSX5/FF06996435_atac,400,200,20,1000,20000,,,,TRUE,
2023_02_26,TRUE,channel1,FF06996484,multiome,atac,nuclei,channel1,pbmc,*,SI-NA-H7,FINNGEN,FINNGEN,GRCh38-2020-A_arc_v2.0.0,SC3Pv3,HCMCJDSX5,gs://fc-secure-d4adbbf9-8265-4a5c-b14f-23a5f1b5c4f9/finngen_multiome/cellranger_arc_FINNGEN/output/230226_SL-NVY_0579_BHCMCJDSX5_arcfastqs/fastq_path/HCMCJDSX5/FF06996484_atac,400,200,20,1000,20000,,,,TRUE,
2023_02_26,TRUE,channel1,FF06996814,multiome,atac,nuclei,channel1,pbmc,*,SI-NA-F12,FINNGEN,FINNGEN,GRCh38-2020-A_arc_v2.0.0,SC3Pv3,HCMCJDSX5,gs://fc-secure-d4adbbf9-8265-4a5c-b14f-23a5f1b5c4f9/finngen_multiome/cellranger_arc_FINNGEN/output/230226_SL-NVY_0579_BHCMCJDSX5_arcfastqs/fastq_path/HCMCJDSX5/FF06996814_atac,400,200,20,1000,20000,,,,TRUE,
2023_02_26,TRUE,channel1,FF06996965,multiome,atac,nuclei,channel1,pbmc,*,SI-NA-E2,FINNGEN,FINNGEN,GRCh38-2020-A_arc_v2.0.0,SC3Pv3,HCN33DSX5,gs://fc-secure-d4adbbf9-8265-4a5c-b14f-23a5f1b5c4f9/finngen_multiome/cellranger_arc_FINNGEN/output/230226_SL-NVY_0580_AHCN33DSX5_arcfastqs/fastq_path/HCN33DSX5/FF06996965_atac,400,200,20,1000,20000,,,,TRUE,
2023_02_26,TRUE,channel1,FF06996984,multiome,atac,nuclei,channel1,pbmc,*,SI-NA-G2,FINNGEN,FINNGEN,GRCh38-2020-A_arc_v2.0.0,SC3Pv3,HCN33DSX5,gs://fc-secure-d4adbbf9-8265-4a5c-b14f-23a5f1b5c4f9/finngen_multiome/cellranger_arc_FINNGEN/output/230226_SL-NVY_0580_AHCN33DSX5_arcfastqs/fastq_path/HCN33DSX5/FF06996984_atac,400,200,20,1000,20000,,,,TRUE,
2023_02_26,TRUE,channel1,FF06997053,multiome,atac,nuclei,channel1,pbmc,*,SI-NA-H4,FINNGEN,FINNGEN,GRCh38-2020-A_arc_v2.0.0,SC3Pv3,HCN33DSX5,gs://fc-secure-d4adbbf9-8265-4a5c-b14f-23a5f1b5c4f9/finngen_multiome/cellranger_arc_FINNGEN/output/230226_SL-NVY_0580_AHCN33DSX5_arcfastqs/fastq_path/HCN33DSX5/FF06997053_atac,400,200,20,1000,20000,,,,TRUE,
2023_02_26,TRUE,channel1,FF06997351,multiome,atac,nuclei,channel1,pbmc,*,SI-NA-C6,FINNGEN,FINNGEN,GRCh38-2020-A_arc_v2.0.0,SC3Pv3,HCN33DSX5,gs://fc-secure-d4adbbf9-8265-4a5c-b14f-23a5f1b5c4f9/finngen_multiome/cellranger_arc_FINNGEN/output/230226_SL-NVY_0580_AHCN33DSX5_arcfastqs/fastq_path/HCN33DSX5/FF06997351_atac,400,200,20,1000,20000,,,,TRUE,
2023_02_26,TRUE,channel1,FF06997568,multiome,atac,nuclei,channel1,pbmc,*,SI-NA-E10,FINNGEN,FINNGEN,GRCh38-2020-A_arc_v2.0.0,SC3Pv3,HCMCJDSX5,gs://fc-secure-d4adbbf9-8265-4a5c-b14f-23a5f1b5c4f9/finngen_multiome/cellranger_arc_FINNGEN/output/230226_SL-NVY_0579_BHCMCJDSX5_arcfastqs/fastq_path/HCMCJDSX5/FF06997568_atac,400,200,20,1000,20000,,,,TRUE,
2023_02_26,TRUE,channel1,FF06997662,multiome,atac,nuclei,channel1,pbmc,*,SI-NA-F6,FINNGEN,FINNGEN,GRCh38-2020-A_arc_v2.0.0,SC3Pv3,HCN33DSX5,gs://fc-secure-d4adbbf9-8265-4a5c-b14f-23a5f1b5c4f9/finngen_multiome/cellranger_arc_FINNGEN/output/230226_SL-NVY_0580_AHCN33DSX5_arcfastqs/fastq_path/HCN33DSX5/FF06997662_atac,400,200,20,1000,20000,,,,TRUE,
2023_02_26,TRUE,channel1,FF06997714,multiome,atac,nuclei,channel1,pbmc,*,SI-NA-C7,FINNGEN,FINNGEN,GRCh38-2020-A_arc_v2.0.0,SC3Pv3,HCN33DSX5,gs://fc-secure-d4adbbf9-8265-4a5c-b14f-23a5f1b5c4f9/finngen_multiome/cellranger_arc_FINNGEN/output/230226_SL-NVY_0580_AHCN33DSX5_arcfastqs/fastq_path/HCN33DSX5/FF06997714_atac,400,200,20,1000,20000,,,,TRUE,
2023_02_26,TRUE,channel1,FF06997820,multiome,atac,nuclei,channel1,pbmc,*,SI-NA-H6,FINNGEN,FINNGEN,GRCh38-2020-A_arc_v2.0.0,SC3Pv3,HCN33DSX5,gs://fc-secure-d4adbbf9-8265-4a5c-b14f-23a5f1b5c4f9/finngen_multiome/cellranger_arc_FINNGEN/output/230226_SL-NVY_0580_AHCN33DSX5_arcfastqs/fastq_path/HCN33DSX5/FF06997820_atac,400,200,20,1000,20000,,,,TRUE,
2023_02_26,TRUE,channel1,FF06997855,multiome,atac,nuclei,channel1,pbmc,*,SI-NA-D6,FINNGEN,FINNGEN,GRCh38-2020-A_arc_v2.0.0,SC3Pv3,HCN33DSX5,gs://fc-secure-d4adbbf9-8265-4a5c-b14f-23a5f1b5c4f9/finngen_multiome/cellranger_arc_FINNGEN/output/230226_SL-NVY_0580_AHCN33DSX5_arcfastqs/fastq_path/HCN33DSX5/FF06997855_atac,400,200,20,1000,20000,,,,TRUE,
2023_02_26,TRUE,channel1,FF06997884,multiome,atac,nuclei,channel1,pbmc,*,SI-NA-A6,FINNGEN,FINNGEN,GRCh38-2020-A_arc_v2.0.0,SC3Pv3,HCN33DSX5,gs://fc-secure-d4adbbf9-8265-4a5c-b14f-23a5f1b5c4f9/finngen_multiome/cellranger_arc_FINNGEN/output/230226_SL-NVY_0580_AHCN33DSX5_arcfastqs/fastq_path/HCN33DSX5/FF06997884_atac,400,200,20,1000,20000,,,,TRUE,
2023_02_26,TRUE,channel1,FF06997958,multiome,atac,nuclei,channel1,pbmc,*,SI-NA-G6,FINNGEN,FINNGEN,GRCh38-2020-A_arc_v2.0.0,SC3Pv3,HCN33DSX5,gs://fc-secure-d4adbbf9-8265-4a5c-b14f-23a5f1b5c4f9/finngen_multiome/cellranger_arc_FINNGEN/output/230226_SL-NVY_0580_AHCN33DSX5_arcfastqs/fastq_path/HCN33DSX5/FF06997958_atac,400,200,20,1000,20000,,,,TRUE,
2023_02_26,TRUE,channel1,FF06998074,multiome,atac,nuclei,channel1,pbmc,*,SI-NA-A8,FINNGEN,FINNGEN,GRCh38-2020-A_arc_v2.0.0,SC3Pv3,HCN33DSX5,gs://fc-secure-d4adbbf9-8265-4a5c-b14f-23a5f1b5c4f9/finngen_multiome/cellranger_arc_FINNGEN/output/230226_SL-NVY_0580_AHCN33DSX5_arcfastqs/fastq_path/HCN33DSX5/FF06998074_atac,400,200,20,1000,20000,,,,TRUE,
2023_02_26,TRUE,channel1,FF06998098,multiome,atac,nuclei,channel1,pbmc,*,SI-NA-B7,FINNGEN,FINNGEN,GRCh38-2020-A_arc_v2.0.0,SC3Pv3,HCN33DSX5,gs://fc-secure-d4adbbf9-8265-4a5c-b14f-23a5f1b5c4f9/finngen_multiome/cellranger_arc_FINNGEN/output/230226_SL-NVY_0580_AHCN33DSX5_arcfastqs/fastq_path/HCN33DSX5/FF06998098_atac,400,200,20,1000,20000,,,,TRUE,
2023_02_26,TRUE,channel1,FF06998107,multiome,atac,nuclei,channel1,pbmc,*,SI-NA-D7,FINNGEN,FINNGEN,GRCh38-2020-A_arc_v2.0.0,SC3Pv3,HCN33DSX5,gs://fc-secure-d4adbbf9-8265-4a5c-b14f-23a5f1b5c4f9/finngen_multiome/cellranger_arc_FINNGEN/output/230226_SL-NVY_0580_AHCN33DSX5_arcfastqs/fastq_path/HCN33DSX5/FF06998107_atac,400,200,20,1000,20000,,,,TRUE,
2023_02_26,TRUE,channel1,FF06998305,multiome,atac,nuclei,channel1,pbmc,*,SI-NA-B6,FINNGEN,FINNGEN,GRCh38-2020-A_arc_v2.0.0,SC3Pv3,HCN33DSX5,gs://fc-secure-d4adbbf9-8265-4a5c-b14f-23a5f1b5c4f9/finngen_multiome/cellranger_arc_FINNGEN/output/230226_SL-NVY_0580_AHCN33DSX5_arcfastqs/fastq_path/HCN33DSX5/FF06998305_atac,400,200,20,1000,20000,,,,TRUE,
2023_02_26,TRUE,channel1,FF09146106,multiome,atac,nuclei,channel1,pbmc,*,SI-NA-A7,FINNGEN,FINNGEN,GRCh38-2020-A_arc_v2.0.0,SC3Pv3,HCN33DSX5,gs://fc-secure-d4adbbf9-8265-4a5c-b14f-23a5f1b5c4f9/finngen_multiome/cellranger_arc_FINNGEN/output/230226_SL-NVY_0580_AHCN33DSX5_arcfastqs/fastq_path/HCN33DSX5/FF09146106_atac,400,200,20,1000,20000,,,,TRUE,
2023_02_26,TRUE,channel1,FF09147278,multiome,atac,nuclei,channel1,pbmc,*,SI-NA-E6,FINNGEN,FINNGEN,GRCh38-2020-A_arc_v2.0.0,SC3Pv3,HCN33DSX5,gs://fc-secure-d4adbbf9-8265-4a5c-b14f-23a5f1b5c4f9/finngen_multiome/cellranger_arc_FINNGEN/output/230226_SL-NVY_0580_AHCN33DSX5_arcfastqs/fastq_path/HCN33DSX5/FF09147278_atac,400,200,20,1000,20000,,,,TRUE,
2023_02_26,TRUE,channel1,FF09147402,multiome,atac,nuclei,channel1,pbmc,*,SI-NA-A9,FINNGEN,FINNGEN,GRCh38-2020-A_arc_v2.0.0,SC3Pv3,HCMCJDSX5,gs://fc-secure-d4adbbf9-8265-4a5c-b14f-23a5f1b5c4f9/finngen_multiome/cellranger_arc_FINNGEN/output/230226_SL-NVY_0579_BHCMCJDSX5_arcfastqs/fastq_path/HCMCJDSX5/FF09147402_atac,400,200,20,1000,20000,,,,TRUE,
2023_02_26,TRUE,channel1,FF09153003,multiome,atac,nuclei,channel1,pbmc,*,SI-NA-F8,FINNGEN,FINNGEN,GRCh38-2020-A_arc_v2.0.0,SC3Pv3,HCN33DSX5,gs://fc-secure-d4adbbf9-8265-4a5c-b14f-23a5f1b5c4f9/finngen_multiome/cellranger_arc_FINNGEN/output/230226_SL-NVY_0580_AHCN33DSX5_arcfastqs/fastq_path/HCN33DSX5/FF09153003_atac,400,200,20,1000,20000,,,,TRUE,
2023_02_26,TRUE,channel1,FF09459729,multiome,atac,nuclei,channel1,pbmc,*,SI-NA-G5,FINNGEN,FINNGEN,GRCh38-2020-A_arc_v2.0.0,SC3Pv3,HCN33DSX5,gs://fc-secure-d4adbbf9-8265-4a5c-b14f-23a5f1b5c4f9/finngen_multiome/cellranger_arc_FINNGEN/output/230226_SL-NVY_0580_AHCN33DSX5_arcfastqs/fastq_path/HCN33DSX5/FF09459729_atac,400,200,20,1000,20000,,,,TRUE,
2023_02_26,TRUE,channel1,FF09459818,multiome,atac,nuclei,channel1,pbmc,*,SI-NA-H5,FINNGEN,FINNGEN,GRCh38-2020-A_arc_v2.0.0,SC3Pv3,HCN33DSX5,gs://fc-secure-d4adbbf9-8265-4a5c-b14f-23a5f1b5c4f9/finngen_multiome/cellranger_arc_FINNGEN/output/230226_SL-NVY_0580_AHCN33DSX5_arcfastqs/fastq_path/HCN33DSX5/FF09459818_atac,400,200,20,1000,20000,,,,TRUE,
2023_02_26,TRUE,channel1,FF09459949,multiome,atac,nuclei,channel1,pbmc,*,SI-NA-C5,FINNGEN,FINNGEN,GRCh38-2020-A_arc_v2.0.0,SC3Pv3,HCN33DSX5,gs://fc-secure-d4adbbf9-8265-4a5c-b14f-23a5f1b5c4f9/finngen_multiome/cellranger_arc_FINNGEN/output/230226_SL-NVY_0580_AHCN33DSX5_arcfastqs/fastq_path/HCN33DSX5/FF09459949_atac,400,200,20,1000,20000,,,,TRUE,
2023_02_26,TRUE,channel1,FF09460198,multiome,atac,nuclei,channel1,pbmc,*,SI-NA-B5,FINNGEN,FINNGEN,GRCh38-2020-A_arc_v2.0.0,SC3Pv3,HCN33DSX5,gs://fc-secure-d4adbbf9-8265-4a5c-b14f-23a5f1b5c4f9/finngen_multiome/cellranger_arc_FINNGEN/output/230226_SL-NVY_0580_AHCN33DSX5_arcfastqs/fastq_path/HCN33DSX5/FF09460198_atac,400,200,20,1000,20000,,,,TRUE,
2023_02_26,TRUE,channel1,FF09460235,multiome,atac,nuclei,channel1,pbmc,*,SI-NA-D5,FINNGEN,FINNGEN,GRCh38-2020-A_arc_v2.0.0,SC3Pv3,HCN33DSX5,gs://fc-secure-d4adbbf9-8265-4a5c-b14f-23a5f1b5c4f9/finngen_multiome/cellranger_arc_FINNGEN/output/230226_SL-NVY_0580_AHCN33DSX5_arcfastqs/fastq_path/HCN33DSX5/FF09460235_atac,400,200,20,1000,20000,,,,TRUE,
2023_02_03,TRUE,channel1,FF04678107,multiome,rna,nuclei,channel1,pbmc,*,SI-TT-H9,FINNGEN,FINNGEN,GRCh38-2020-A_arc_v2.0.0,SC3Pv3,H7KTTDSX5,gs://fc-secure-d4adbbf9-8265-4a5c-b14f-23a5f1b5c4f9/finngen_multiome/cellranger_arc_FINNGEN/output/230203_SL-NSH_1070_AH7KTTDSX5_arcfastqs/fastq_path/H7KTTDSX5/,400,200,20,1000,20000,,,,TRUE,
2023_02_03,TRUE,channel1,FF06996242,multiome,rna,nuclei,channel1,pbmc,*,SI-TT-G9,FINNGEN,FINNGEN,GRCh38-2020-A_arc_v2.0.0,SC3Pv3,H7KTTDSX5,gs://fc-secure-d4adbbf9-8265-4a5c-b14f-23a5f1b5c4f9/finngen_multiome/cellranger_arc_FINNGEN/output/230203_SL-NSH_1070_AH7KTTDSX5_arcfastqs/fastq_path/H7KTTDSX5/,400,200,20,1000,20000,,,,TRUE,
