date,run_pipeline,Channel Name,sampleid,method,sub_method,condition,replicate,tissue,Lane,Index,project,project_orig,reference,chemistry,flowcell,seq_dir,min_umis,min_genes,percent_mito,cellbender_expected_cells,cellbender_total_droplets_included,focus,append,calc_signature_scores,introns
2023_02_26,TRUE,channel1,FF06996435,atac,atac,nuclei,channel1,pbmc,*,SI-NA-G8,FINNGEN,FINNGEN,GRCh38-2020-A_arc_v2.0.0,ARC-v1,HCN33DSX5,gs://fc-secure-d4adbbf9-8265-4a5c-b14f-23a5f1b5c4f9/bcls/230226_SL-NVY_0580_AHCN33DSX5,400,200,20,1000,20000,,,,TRUE
2023_02_26,TRUE,channel1,FF06996484,atac,atac,nuclei,channel1,pbmc,*,SI-NA-H7,FINNGEN,FINNGEN,GRCh38-2020-A_arc_v2.0.0,ARC-v1,HCMCJDSX5,gs://fc-secure-d4adbbf9-8265-4a5c-b14f-23a5f1b5c4f9/bcls/230226_SL-NVY_0579_BHCMCJDSX5,400,200,20,1000,20000,,,,TRUE
2023_02_26,TRUE,channel1,FF06996814,atac,atac,nuclei,channel1,pbmc,*,SI-NA-F12,FINNGEN,FINNGEN,GRCh38-2020-A_arc_v2.0.0,ARC-v1,HCMCJDSX5,gs://fc-secure-d4adbbf9-8265-4a5c-b14f-23a5f1b5c4f9/bcls/230226_SL-NVY_0579_BHCMCJDSX5,400,200,20,1000,20000,,,,TRUE
2023_02_26,TRUE,channel1,FF06996965,atac,atac,nuclei,channel1,pbmc,*,SI-NA-E2,FINNGEN,FINNGEN,GRCh38-2020-A_arc_v2.0.0,ARC-v1,HCN33DSX5,gs://fc-secure-d4adbbf9-8265-4a5c-b14f-23a5f1b5c4f9/bcls/230226_SL-NVY_0580_AHCN33DSX5,400,200,20,1000,20000,,,,TRUE
2023_02_26,TRUE,channel1,FF06996984,atac,atac,nuclei,channel1,pbmc,*,SI-NA-G2,FINNGEN,FINNGEN,GRCh38-2020-A_arc_v2.0.0,ARC-v1,HCN33DSX5,gs://fc-secure-d4adbbf9-8265-4a5c-b14f-23a5f1b5c4f9/bcls/230226_SL-NVY_0580_AHCN33DSX5,400,200,20,1000,20000,,,,TRUE
2023_02_26,TRUE,channel1,FF06997053,atac,atac,nuclei,channel1,pbmc,*,SI-NA-H4,FINNGEN,FINNGEN,GRCh38-2020-A_arc_v2.0.0,ARC-v1,HCN33DSX5,gs://fc-secure-d4adbbf9-8265-4a5c-b14f-23a5f1b5c4f9/bcls/230226_SL-NVY_0580_AHCN33DSX5,400,200,20,1000,20000,,,,TRUE
2023_02_26,TRUE,channel1,FF06997351,atac,atac,nuclei,channel1,pbmc,*,SI-NA-C6,FINNGEN,FINNGEN,GRCh38-2020-A_arc_v2.0.0,ARC-v1,HCN33DSX5,gs://fc-secure-d4adbbf9-8265-4a5c-b14f-23a5f1b5c4f9/bcls/230226_SL-NVY_0580_AHCN33DSX5,400,200,20,1000,20000,,,,TRUE
2023_02_26,TRUE,channel1,FF06997568,atac,atac,nuclei,channel1,pbmc,*,SI-NA-E10,FINNGEN,FINNGEN,GRCh38-2020-A_arc_v2.0.0,ARC-v1,HCMCJDSX5,gs://fc-secure-d4adbbf9-8265-4a5c-b14f-23a5f1b5c4f9/bcls/230226_SL-NVY_0579_BHCMCJDSX5,400,200,20,1000,20000,,,,TRUE
2023_02_26,TRUE,channel1,FF06997662,atac,atac,nuclei,channel1,pbmc,*,SI-NA-F6,FINNGEN,FINNGEN,GRCh38-2020-A_arc_v2.0.0,ARC-v1,HCN33DSX5,gs://fc-secure-d4adbbf9-8265-4a5c-b14f-23a5f1b5c4f9/bcls/230226_SL-NVY_0580_AHCN33DSX5,400,200,20,1000,20000,,,,TRUE
2023_02_26,TRUE,channel1,FF06997714,atac,atac,nuclei,channel1,pbmc,*,SI-NA-C7,FINNGEN,FINNGEN,GRCh38-2020-A_arc_v2.0.0,ARC-v1,HCN33DSX5,gs://fc-secure-d4adbbf9-8265-4a5c-b14f-23a5f1b5c4f9/bcls/230226_SL-NVY_0580_AHCN33DSX5,400,200,20,1000,20000,,,,TRUE
2023_02_26,TRUE,channel1,FF06997820,atac,atac,nuclei,channel1,pbmc,*,SI-NA-H6,FINNGEN,FINNGEN,GRCh38-2020-A_arc_v2.0.0,ARC-v1,HCN33DSX5,gs://fc-secure-d4adbbf9-8265-4a5c-b14f-23a5f1b5c4f9/bcls/230226_SL-NVY_0580_AHCN33DSX5,400,200,20,1000,20000,,,,TRUE
2023_02_26,TRUE,channel1,FF06997855,atac,atac,nuclei,channel1,pbmc,*,SI-NA-D6,FINNGEN,FINNGEN,GRCh38-2020-A_arc_v2.0.0,ARC-v1,HCN33DSX5,gs://fc-secure-d4adbbf9-8265-4a5c-b14f-23a5f1b5c4f9/bcls/230226_SL-NVY_0580_AHCN33DSX5,400,200,20,1000,20000,,,,TRUE
2023_02_26,TRUE,channel1,FF06997884,atac,atac,nuclei,channel1,pbmc,*,SI-NA-A6,FINNGEN,FINNGEN,GRCh38-2020-A_arc_v2.0.0,ARC-v1,HCN33DSX5,gs://fc-secure-d4adbbf9-8265-4a5c-b14f-23a5f1b5c4f9/bcls/230226_SL-NVY_0580_AHCN33DSX5,400,200,20,1000,20000,,,,TRUE
2023_02_26,TRUE,channel1,FF06997958,atac,atac,nuclei,channel1,pbmc,*,SI-NA-G6,FINNGEN,FINNGEN,GRCh38-2020-A_arc_v2.0.0,ARC-v1,HCN33DSX5,gs://fc-secure-d4adbbf9-8265-4a5c-b14f-23a5f1b5c4f9/bcls/230226_SL-NVY_0580_AHCN33DSX5,400,200,20,1000,20000,,,,TRUE
2023_02_26,TRUE,channel1,FF06998074,atac,atac,nuclei,channel1,pbmc,*,SI-NA-A8,FINNGEN,FINNGEN,GRCh38-2020-A_arc_v2.0.0,ARC-v1,HCN33DSX5,gs://fc-secure-d4adbbf9-8265-4a5c-b14f-23a5f1b5c4f9/bcls/230226_SL-NVY_0580_AHCN33DSX5,400,200,20,1000,20000,,,,TRUE
2023_02_26,TRUE,channel1,FF06998098,atac,atac,nuclei,channel1,pbmc,*,SI-NA-B7,FINNGEN,FINNGEN,GRCh38-2020-A_arc_v2.0.0,ARC-v1,HCN33DSX5,gs://fc-secure-d4adbbf9-8265-4a5c-b14f-23a5f1b5c4f9/bcls/230226_SL-NVY_0580_AHCN33DSX5,400,200,20,1000,20000,,,,TRUE
2023_02_26,TRUE,channel1,FF06998107,atac,atac,nuclei,channel1,pbmc,*,SI-NA-D7,FINNGEN,FINNGEN,GRCh38-2020-A_arc_v2.0.0,ARC-v1,HCN33DSX5,gs://fc-secure-d4adbbf9-8265-4a5c-b14f-23a5f1b5c4f9/bcls/230226_SL-NVY_0580_AHCN33DSX5,400,200,20,1000,20000,,,,TRUE
2023_02_26,TRUE,channel1,FF06998305,atac,atac,nuclei,channel1,pbmc,*,SI-NA-B6,FINNGEN,FINNGEN,GRCh38-2020-A_arc_v2.0.0,ARC-v1,HCN33DSX5,gs://fc-secure-d4adbbf9-8265-4a5c-b14f-23a5f1b5c4f9/bcls/230226_SL-NVY_0580_AHCN33DSX5,400,200,20,1000,20000,,,,TRUE
2023_02_26,TRUE,channel1,FF09146106,atac,atac,nuclei,channel1,pbmc,*,SI-NA-A7,FINNGEN,FINNGEN,GRCh38-2020-A_arc_v2.0.0,ARC-v1,HCN33DSX5,gs://fc-secure-d4adbbf9-8265-4a5c-b14f-23a5f1b5c4f9/bcls/230226_SL-NVY_0580_AHCN33DSX5,400,200,20,1000,20000,,,,TRUE
2023_02_26,TRUE,channel1,FF09147278,atac,atac,nuclei,channel1,pbmc,*,SI-NA-E6,FINNGEN,FINNGEN,GRCh38-2020-A_arc_v2.0.0,ARC-v1,HCN33DSX5,gs://fc-secure-d4adbbf9-8265-4a5c-b14f-23a5f1b5c4f9/bcls/230226_SL-NVY_0580_AHCN33DSX5,400,200,20,1000,20000,,,,TRUE
2023_02_26,TRUE,channel1,FF09147402,atac,atac,nuclei,channel1,pbmc,*,SI-NA-A9,FINNGEN,FINNGEN,GRCh38-2020-A_arc_v2.0.0,ARC-v1,HCMCJDSX5,gs://fc-secure-d4adbbf9-8265-4a5c-b14f-23a5f1b5c4f9/bcls/230226_SL-NVY_0579_BHCMCJDSX5,400,200,20,1000,20000,,,,TRUE
2023_02_26,TRUE,channel1,FF09153003,atac,atac,nuclei,channel1,pbmc,*,SI-NA-F8,FINNGEN,FINNGEN,GRCh38-2020-A_arc_v2.0.0,ARC-v1,HCN33DSX5,gs://fc-secure-d4adbbf9-8265-4a5c-b14f-23a5f1b5c4f9/bcls/230226_SL-NVY_0580_AHCN33DSX5,400,200,20,1000,20000,,,,TRUE
2023_02_26,TRUE,channel1,FF09459729,atac,atac,nuclei,channel1,pbmc,*,SI-NA-G5,FINNGEN,FINNGEN,GRCh38-2020-A_arc_v2.0.0,ARC-v1,HCN33DSX5,gs://fc-secure-d4adbbf9-8265-4a5c-b14f-23a5f1b5c4f9/bcls/230226_SL-NVY_0580_AHCN33DSX5,400,200,20,1000,20000,,,,TRUE
2023_02_26,TRUE,channel1,FF09459818,atac,atac,nuclei,channel1,pbmc,*,SI-NA-H5,FINNGEN,FINNGEN,GRCh38-2020-A_arc_v2.0.0,ARC-v1,HCN33DSX5,gs://fc-secure-d4adbbf9-8265-4a5c-b14f-23a5f1b5c4f9/bcls/230226_SL-NVY_0580_AHCN33DSX5,400,200,20,1000,20000,,,,TRUE
2023_02_26,TRUE,channel1,FF09459949,atac,atac,nuclei,channel1,pbmc,*,SI-NA-C5,FINNGEN,FINNGEN,GRCh38-2020-A_arc_v2.0.0,ARC-v1,HCN33DSX5,gs://fc-secure-d4adbbf9-8265-4a5c-b14f-23a5f1b5c4f9/bcls/230226_SL-NVY_0580_AHCN33DSX5,400,200,20,1000,20000,,,,TRUE
2023_02_26,TRUE,channel1,FF09460198,atac,atac,nuclei,channel1,pbmc,*,SI-NA-B5,FINNGEN,FINNGEN,GRCh38-2020-A_arc_v2.0.0,ARC-v1,HCN33DSX5,gs://fc-secure-d4adbbf9-8265-4a5c-b14f-23a5f1b5c4f9/bcls/230226_SL-NVY_0580_AHCN33DSX5,400,200,20,1000,20000,,,,TRUE
2023_02_26,TRUE,channel1,FF09460235,atac,atac,nuclei,channel1,pbmc,*,SI-NA-D5,FINNGEN,FINNGEN,GRCh38-2020-A_arc_v2.0.0,ARC-v1,HCN33DSX5,gs://fc-secure-d4adbbf9-8265-4a5c-b14f-23a5f1b5c4f9/bcls/230226_SL-NVY_0580_AHCN33DSX5,400,200,20,1000,20000,,,,TRUE
