date,run_pipeline,Channel Name,sampleid,method,sub_method,condition,replicate,tissue,Lane,Index,project,project_orig,reference,chemistry,flowcell,seq_dir,min_umis,min_genes,percent_mito,cellbender_expected_cells,cellbender_total_droplets_included,focus,append,calc_signature_scores,introns,batch,mkfastq
2022_07_19,FALSE,channel1,FF04679617,rna,rna,nuclei,channel1,pbmc,*,SI-TT-A11,FINNGEN,FINNGEN,GRCh38-2020-A,ARC-v1,HVG7JDSX3,gs://fc-secure-d4adbbf9-8265-4a5c-b14f-23a5f1b5c4f9/bcls/220803_SL-NSH_0972_AHVG7JDSX3,400,200,20,4000,35000,,,,TRUE,batch1,
2022_06_28,FALSE,channel1,FF04679694,rna,rna,nuclei,channel1,pbmc,*,SI-TT-C4,FINNGEN,FINNGEN,GRCh38-2020-A,ARC-v1,HC77YDMXY,gs://fc-secure-d4adbbf9-8265-4a5c-b14f-23a5f1b5c4f9/bcls/220715_SL-NVC_0971_AHC77YDMXY,400,200,20,4000,40000,,,,TRUE,batch1,
2020_05_05,FALSE,channel1,FF05494381,rna,rna,nuclei,channel1,pbmc,*,SI-TT-H7,FINNGEN,FINNGEN,GRCh38-2020-A,ARC-v1,H3CLWDRX2,gs://fc-secure-d4adbbf9-8265-4a5c-b14f-23a5f1b5c4f9/bcls/220511_SL-NVL_0718_AH3CLWDRX2,400,200,20,800,15000,,,,TRUE,batch1,
2022_07_27,FALSE,channel1,FF05494483,rna,rna,nuclei,channel1,pbmc,*,SI-TT-D6,FINNGEN,FINNGEN,GRCh38-2020-A,ARC-v1,HCN3CDMXY,gs://fc-secure-d4adbbf9-8265-4a5c-b14f-23a5f1b5c4f9/bcls/220803_SL-NVP_0801_AHCN3CDMXY,400,200,20,3000,30000,,,,TRUE,batch1,
2022_07_26,FALSE,channel1,FF05494484,rna,rna,nuclei,channel1,pbmc,*,SI-TT-B5,FINNGEN,FINNGEN,GRCh38-2020-A,ARC-v1,HCN3CDMXY,gs://fc-secure-d4adbbf9-8265-4a5c-b14f-23a5f1b5c4f9/bcls/220803_SL-NVP_0801_AHCN3CDMXY,400,200,20,3000,35000,,,,TRUE,batch1,
2022_07_27,FALSE,channel1,FF05494565,rna,rna,nuclei,channel1,pbmc,*,SI-TT-C6,FINNGEN,FINNGEN,GRCh38-2020-A,ARC-v1,HCN3CDMXY,gs://fc-secure-d4adbbf9-8265-4a5c-b14f-23a5f1b5c4f9/bcls/220803_SL-NVP_0801_AHCN3CDMXY,400,200,20,1000,40000,,,,TRUE,batch1,
2022_07_26,FALSE,channel1,FF05494567,rna,rna,nuclei,channel1,pbmc,*,SI-TT-D5,FINNGEN,FINNGEN,GRCh38-2020-A,ARC-v1,HCN3CDMXY,gs://fc-secure-d4adbbf9-8265-4a5c-b14f-23a5f1b5c4f9/bcls/220803_SL-NVP_0801_AHCN3CDMXY,400,200,20,3000,30000,,,,TRUE,batch1,
2022_06_27,FALSE,channel1,FF05494579,rna,rna,nuclei,channel1,pbmc,*,SI-TT-A3,FINNGEN,FINNGEN,GRCh38-2020-A,ARC-v1,HG5HJDRX2,gs://fc-secure-d4adbbf9-8265-4a5c-b14f-23a5f1b5c4f9/bcls/220703_SL-NVL_0770_AHG5HJDRX2,400,200,20,3000,20000,,,,TRUE,batch1,
2022_07_27,FALSE,channel1,FF05494640,rna,rna,nuclei,channel1,pbmc,*,SI-TT-B6,FINNGEN,FINNGEN,GRCh38-2020-A,ARC-v1,HCN3CDMXY,gs://fc-secure-d4adbbf9-8265-4a5c-b14f-23a5f1b5c4f9/bcls/220803_SL-NVP_0801_AHCN3CDMXY,400,200,20,2000,30000,,,,TRUE,batch1,
2022_06_27,FALSE,channel1,FF05494762,rna,rna,nuclei,channel1,pbmc,*,SI-TT-B3,FINNGEN,FINNGEN,GRCh38-2020-A,ARC-v1,HG5HJDRX2,gs://fc-secure-d4adbbf9-8265-4a5c-b14f-23a5f1b5c4f9/bcls/220703_SL-NVL_0770_AHG5HJDRX2,400,200,20,2000,15000,,,,TRUE,batch1,
2022_07_18,FALSE,channel1,FF05494827,rna,rna,nuclei,channel1,pbmc,*,SI-TT-F10,FINNGEN,FINNGEN,GRCh38-2020-A,ARC-v1,HVG7JDSX3,gs://fc-secure-d4adbbf9-8265-4a5c-b14f-23a5f1b5c4f9/bcls/220803_SL-NSH_0972_AHVG7JDSX3,400,200,20,4000,40000,,,,TRUE,batch1,
2022_07_25,FALSE,channel1,FF06995962,rna,rna,nuclei,channel1,pbmc,*,SI-TT-A4,FINNGEN,FINNGEN,GRCh38-2020-A,ARC-v1,HVG7JDSX3,gs://fc-secure-d4adbbf9-8265-4a5c-b14f-23a5f1b5c4f9/bcls/220803_SL-NSH_0972_AHVG7JDSX3,400,200,20,4000,40000,,,,TRUE,batch1,
2022_06_29,FALSE,channel1,FF06995989,rna,rna,nuclei,channel1,pbmc,*,SI-TT-C5,FINNGEN,FINNGEN,GRCh38-2020-A,ARC-v1,HC77YDMXY,gs://fc-secure-d4adbbf9-8265-4a5c-b14f-23a5f1b5c4f9/bcls/220715_SL-NVC_0971_AHC77YDMXY,400,200,20,4000,40000,,,,TRUE,batch1,
2022_07_26,FALSE,channel1,FF06996053,rna,rna,nuclei,channel1,pbmc,*,SI-TT-F5,FINNGEN,FINNGEN,GRCh38-2020-A,ARC-v1,HCN3CDMXY,gs://fc-secure-d4adbbf9-8265-4a5c-b14f-23a5f1b5c4f9/bcls/220803_SL-NVP_0801_AHCN3CDMXY,400,200,20,2000,40000,,,,TRUE,batch1,
2022_07_08,FALSE,channel1,FF06996158,rna,rna,nuclei,channel1,pbmc,*,SI-TT-F4,FINNGEN,FINNGEN,GRCh38-2020-A,ARC-v1,HC77YDMXY,gs://fc-secure-d4adbbf9-8265-4a5c-b14f-23a5f1b5c4f9/bcls/220715_SL-NVC_0971_AHC77YDMXY,400,200,20,7000,45000,,,,TRUE,batch1,
2022_07_26,FALSE,channel1,FF06996167,rna,rna,nuclei,channel1,pbmc,*,SI-TT-E5,FINNGEN,FINNGEN,GRCh38-2020-A,ARC-v1,HCN3CDMXY,gs://fc-secure-d4adbbf9-8265-4a5c-b14f-23a5f1b5c4f9/bcls/220803_SL-NVP_0801_AHCN3CDMXY,400,200,20,4000,40000,,,,TRUE,batch1,
2022_07_27,FALSE,channel1,FF06996188,rna,rna,nuclei,channel1,pbmc,*,SI-TT-G6,FINNGEN,FINNGEN,GRCh38-2020-A,ARC-v1,HCN3CDMXY,gs://fc-secure-d4adbbf9-8265-4a5c-b14f-23a5f1b5c4f9/bcls/220803_SL-NVP_0801_AHCN3CDMXY,400,200,20,4000,40000,,,,TRUE,batch1,
2022_07_25,FALSE,channel1,FF06996447,rna,rna,nuclei,channel1,pbmc,*,SI-TT-H4,FINNGEN,FINNGEN,GRCh38-2020-A,ARC-v1,HVG7JDSX3,gs://fc-secure-d4adbbf9-8265-4a5c-b14f-23a5f1b5c4f9/bcls/220803_SL-NSH_0972_AHVG7JDSX3,400,200,20,4000,40000,,,,TRUE,batch1,
2022_07_26,FALSE,channel1,FF06996546,rna,rna,nuclei,channel1,pbmc,*,SI-TT-G5,FINNGEN,FINNGEN,GRCh38-2020-A,ARC-v1,HCN3CDMXY,gs://fc-secure-d4adbbf9-8265-4a5c-b14f-23a5f1b5c4f9/bcls/220803_SL-NVP_0801_AHCN3CDMXY,400,200,20,3000,40000,,,,TRUE,batch1,
2022_07_08,FALSE,channel1,FF06996606,rna,rna,nuclei,channel1,pbmc,*,SI-TT-H4,FINNGEN,FINNGEN,GRCh38-2020-A,ARC-v1,HC77YDMXY,gs://fc-secure-d4adbbf9-8265-4a5c-b14f-23a5f1b5c4f9/bcls/220715_SL-NVC_0971_AHC77YDMXY,400,200,20,4000,40000,,,,TRUE,batch1,
2022_07_25,FALSE,channel1,FF06996650,rna,rna,nuclei,channel1,pbmc,*,SI-TT-F4,FINNGEN,FINNGEN,GRCh38-2020-A,ARC-v1,HVG7JDSX3,gs://fc-secure-d4adbbf9-8265-4a5c-b14f-23a5f1b5c4f9/bcls/220803_SL-NSH_0972_AHVG7JDSX3,400,200,20,2000,40000,,,,TRUE,batch1,
2022_07_20,FALSE,channel1,FF06996751,rna,rna,nuclei,channel1,pbmc,*,SI-TT-D12,FINNGEN,FINNGEN,GRCh38-2020-A,ARC-v1,HVG7JDSX3,gs://fc-secure-d4adbbf9-8265-4a5c-b14f-23a5f1b5c4f9/bcls/220803_SL-NSH_0972_AHVG7JDSX3,400,200,20,5000,40000,,,,TRUE,batch1,
2022_07_19,FALSE,channel1,FF06996897,rna,rna,nuclei,channel1,pbmc,*,SI-TT-H11,FINNGEN,FINNGEN,GRCh38-2020-A,ARC-v1,HVG7JDSX3,gs://fc-secure-d4adbbf9-8265-4a5c-b14f-23a5f1b5c4f9/bcls/220803_SL-NSH_0972_AHVG7JDSX3,400,200,20,4000,40000,,,,TRUE,batch1,
2022_07_27,FALSE,channel1,FF06997070,rna,rna,nuclei,channel1,pbmc,*,SI-TT-A6,FINNGEN,FINNGEN,GRCh38-2020-A,ARC-v1,HCN3CDMXY,gs://fc-secure-d4adbbf9-8265-4a5c-b14f-23a5f1b5c4f9/bcls/220803_SL-NVP_0801_AHCN3CDMXY,400,200,20,2000,40000,,,,TRUE,batch1,
2022_07_18,FALSE,channel1,FF06997173,rna,rna,nuclei,channel1,pbmc,*,SI-TT-B10,FINNGEN,FINNGEN,GRCh38-2020-A,ARC-v1,HVG7JDSX3,gs://fc-secure-d4adbbf9-8265-4a5c-b14f-23a5f1b5c4f9/bcls/220803_SL-NSH_0972_AHVG7JDSX3,400,200,20,2000,40000,,,,TRUE,batch1,
2022_07_08,FALSE,channel1,FF06997178,rna,rna,nuclei,channel1,pbmc,*,SI-TT-G4,FINNGEN,FINNGEN,GRCh38-2020-A,ARC-v1,HC77YDMXY,gs://fc-secure-d4adbbf9-8265-4a5c-b14f-23a5f1b5c4f9/bcls/220715_SL-NVC_0971_AHC77YDMXY,400,200,20,4000,40000,,,,TRUE,batch1,
2022_07_19,FALSE,channel1,FF06997418,rna,rna,nuclei,channel1,pbmc,*,SI-TT-F11,FINNGEN,FINNGEN,GRCh38-2020-A,ARC-v1,HVG7JDSX3,gs://fc-secure-d4adbbf9-8265-4a5c-b14f-23a5f1b5c4f9/bcls/220803_SL-NSH_0972_AHVG7JDSX3,400,200,20,3000,35000,,,,TRUE,batch1,
2022_07_07,FALSE,channel1,FF06997429,rna,rna,nuclei,channel1,pbmc,*,SI-TT-H7,FINNGEN,FINNGEN,GRCh38-2020-A,ARC-v1,HC77YDMXY,gs://fc-secure-d4adbbf9-8265-4a5c-b14f-23a5f1b5c4f9/bcls/220715_SL-NVC_0971_AHC77YDMXY,400,200,20,3000,40000,,,,TRUE,batch1,
2022_07_20,FALSE,channel1,FF06997472,rna,rna,nuclei,channel1,pbmc,*,SI-TT-E12,FINNGEN,FINNGEN,GRCh38-2020-A,ARC-v1,HVG7JDSX3,gs://fc-secure-d4adbbf9-8265-4a5c-b14f-23a5f1b5c4f9/bcls/220803_SL-NSH_0972_AHVG7JDSX3,400,200,20,20000,65000,,,,TRUE,batch1,
2022_03_24,FALSE,channel1,FF06997485,rna,rna,nuclei,channel1,pbmc,*,SI-TT-D11,FINNGEN,FINNGEN,GRCh38-2020-A,ARC-v1,H3CNLDRX2,gs://fc-secure-d4adbbf9-8265-4a5c-b14f-23a5f1b5c4f9/bcls/220401_SL-NVN_0674_AH3CNLDRX2,400,200,20,4000,35000,,,,TRUE,batch1,
2022_07_20,FALSE,channel1,FF06997503,rna,rna,nuclei,channel1,pbmc,*,SI-TT-A12,FINNGEN,FINNGEN,GRCh38-2020-A,ARC-v1,HVG7JDSX3,gs://fc-secure-d4adbbf9-8265-4a5c-b14f-23a5f1b5c4f9/bcls/220803_SL-NSH_0972_AHVG7JDSX3,400,200,20,3000,40000,,,,TRUE,batch1,
2022_06_28,FALSE,channel1,FF06997531,rna,rna,nuclei,channel1,pbmc,*,SI-TT-D4,FINNGEN,FINNGEN,GRCh38-2020-A,ARC-v1,HC77YDMXY,gs://fc-secure-d4adbbf9-8265-4a5c-b14f-23a5f1b5c4f9/bcls/220715_SL-NVC_0971_AHC77YDMXY,400,200,20,4000,70000,,,,TRUE,batch1,
2022_06_27,FALSE,channel1,FF06997632_2,rna,rna,nuclei,channel1,pbmc,*,SI-TT-E3,FINNGEN,FINNGEN,GRCh38-2020-A,ARC-v1,HVG7JDSX3,gs://fc-secure-d4adbbf9-8265-4a5c-b14f-23a5f1b5c4f9/bcls/220803_SL-NSH_0972_AHVG7JDSX3,400,200,20,1000,10000,,,,TRUE,batch1,
2022_07_27,FALSE,channel1,FF06997637,rna,rna,nuclei,channel1,pbmc,*,SI-TT-F6,FINNGEN,FINNGEN,GRCh38-2020-A,ARC-v1,HCN3CDMXY,gs://fc-secure-d4adbbf9-8265-4a5c-b14f-23a5f1b5c4f9/bcls/220803_SL-NVP_0801_AHCN3CDMXY,400,200,20,4000,40000,,,,TRUE,batch1,
2022_07_18,FALSE,channel1,FF06997658,rna,rna,nuclei,channel1,pbmc,*,SI-TT-D10,FINNGEN,FINNGEN,GRCh38-2020-A,ARC-v1,HVG7JDSX3,gs://fc-secure-d4adbbf9-8265-4a5c-b14f-23a5f1b5c4f9/bcls/220803_SL-NSH_0972_AHVG7JDSX3,400,200,20,2000,40000,,,,TRUE,batch1,
2022_03_24,FALSE,channel1,FF06997667,rna,rna,nuclei,channel1,pbmc,*,SI-TT-B11,FINNGEN,FINNGEN,GRCh38-2020-A,ARC-v1,H3CNLDRX2,gs://fc-secure-d4adbbf9-8265-4a5c-b14f-23a5f1b5c4f9/bcls/220401_SL-NVN_0674_AH3CNLDRX2,400,200,20,3000,40000,,,,TRUE,batch1,
2022_07_18,FALSE,channel1,FF06997698,rna,rna,nuclei,channel1,pbmc,*,SI-TT-E10,FINNGEN,FINNGEN,GRCh38-2020-A,ARC-v1,HVG7JDSX3,gs://fc-secure-d4adbbf9-8265-4a5c-b14f-23a5f1b5c4f9/bcls/220803_SL-NSH_0972_AHVG7JDSX3,400,200,20,3000,40000,,,,TRUE,batch1,
2022_07_26,FALSE,channel1,FF06997861,rna,rna,nuclei,channel1,pbmc,*,SI-TT-C5,FINNGEN,FINNGEN,GRCh38-2020-A,ARC-v1,HCN3CDMXY,gs://fc-secure-d4adbbf9-8265-4a5c-b14f-23a5f1b5c4f9/bcls/220803_SL-NVP_0801_AHCN3CDMXY,400,200,20,2000,40000,,,,TRUE,batch1,
2022_06_29,FALSE,channel1,FF06997959,rna,rna,nuclei,channel1,pbmc,*,SI-TT-A5,FINNGEN,FINNGEN,GRCh38-2020-A,ARC-v1,HC77YDMXY,gs://fc-secure-d4adbbf9-8265-4a5c-b14f-23a5f1b5c4f9/bcls/220715_SL-NVC_0971_AHC77YDMXY,400,200,20,5000,40000,,,,TRUE,batch1,
2022_07_26,FALSE,channel1,FF06998008,rna,rna,nuclei,channel1,pbmc,*,SI-TT-A5,FINNGEN,FINNGEN,GRCh38-2020-A,ARC-v1,HCN3CDMXY,gs://fc-secure-d4adbbf9-8265-4a5c-b14f-23a5f1b5c4f9/bcls/220803_SL-NVP_0801_AHCN3CDMXY,400,200,20,5000,40000,,,,TRUE,batch1,
2022_07_08,FALSE,channel1,FF06998050,rna,rna,nuclei,channel1,pbmc,*,SI-TT-E4,FINNGEN,FINNGEN,GRCh38-2020-A,ARC-v1,HC77YDMXY,gs://fc-secure-d4adbbf9-8265-4a5c-b14f-23a5f1b5c4f9/bcls/220715_SL-NVC_0971_AHC77YDMXY,400,200,20,8000,50000,,,,TRUE,batch1,
2022_07_27,FALSE,channel1,FF06998186,rna,rna,nuclei,channel1,pbmc,*,SI-TT-E6,FINNGEN,FINNGEN,GRCh38-2020-A,ARC-v1,HCN3CDMXY,gs://fc-secure-d4adbbf9-8265-4a5c-b14f-23a5f1b5c4f9/bcls/220803_SL-NVP_0801_AHCN3CDMXY,400,200,20,3000,30000,,,,TRUE,batch1,
2022_06_27,FALSE,channel1,FF06998280,rna,rna,nuclei,channel1,pbmc,*,SI-TT-C3,FINNGEN,FINNGEN,GRCh38-2020-A,ARC-v1,HG5HJDRX2,gs://fc-secure-d4adbbf9-8265-4a5c-b14f-23a5f1b5c4f9/bcls/220703_SL-NVL_0770_AHG5HJDRX2,400,200,20,3000,20000,,,,TRUE,batch1,
2020_05_05,FALSE,channel1,FF06998314,rna,rna,nuclei,channel1,pbmc,*,SI-TT-H8,FINNGEN,FINNGEN,GRCh38-2020-A,ARC-v1,H3CLWDRX2,gs://fc-secure-d4adbbf9-8265-4a5c-b14f-23a5f1b5c4f9/bcls/220511_SL-NVL_0718_AH3CLWDRX2,400,200,20,800,20000,,,,TRUE,batch1,
2023_02_26,FALSE,channel1,FF03154942,rna,rna,nuclei,channel1,pbmc,*,SI-TT-G2,FINNGEN,FINNGEN,GRCh38-2020-A,ARC-v1,HCMJGDSX5,gs://fc-secure-d4adbbf9-8265-4a5c-b14f-23a5f1b5c4f9/bcls/230226_SL-NSE_0596_BHCMJGDSX5,400,200,20,3000,35000,,,,TRUE,batch2,
2023_02_26,FALSE,channel1,FF03154958,rna,rna,nuclei,channel1,pbmc,*,SI-TT-H2,FINNGEN,FINNGEN,GRCh38-2020-A,ARC-v1,HCMJGDSX5,gs://fc-secure-d4adbbf9-8265-4a5c-b14f-23a5f1b5c4f9/bcls/230226_SL-NSE_0596_BHCMJGDSX5,400,200,20,2000,30000,,,,TRUE,batch2,
2023_02_26,FALSE,channel1,FF04677799,rna,rna,nuclei,channel1,pbmc,*,SI-TT-C7,FINNGEN,FINNGEN,GRCh38-2020-A,ARC-v1,HCMJGDSX5,gs://fc-secure-d4adbbf9-8265-4a5c-b14f-23a5f1b5c4f9/bcls/230226_SL-NSE_0596_BHCMJGDSX5,400,200,20,3000,35000,,,,TRUE,batch2,
2023_02_26,FALSE,channel1,FF04677809,rna,rna,nuclei,channel1,pbmc,*,SI-TT-F2,FINNGEN,FINNGEN,GRCh38-2020-A,ARC-v1,HCMJGDSX5,gs://fc-secure-d4adbbf9-8265-4a5c-b14f-23a5f1b5c4f9/bcls/230226_SL-NSE_0596_BHCMJGDSX5,400,200,20,2000,30000,,,,TRUE,batch2,
2023_02_26,FALSE,channel1,FF04677819,rna,rna,nuclei,channel1,pbmc,*,SI-TT-A7,FINNGEN,FINNGEN,GRCh38-2020-A,ARC-v1,HCMJGDSX5,gs://fc-secure-d4adbbf9-8265-4a5c-b14f-23a5f1b5c4f9/bcls/230226_SL-NSE_0596_BHCMJGDSX5,400,200,20,3000,30000,,,,TRUE,batch2,
2023_02_26,FALSE,channel1,FF04677826,rna,rna,nuclei,channel1,pbmc,*,SI-TT-H7,FINNGEN,FINNGEN,GRCh38-2020-A,ARC-v1,HCMJGDSX5,gs://fc-secure-d4adbbf9-8265-4a5c-b14f-23a5f1b5c4f9/bcls/230226_SL-NSE_0596_BHCMJGDSX5,400,200,20,3000,35000,,,,TRUE,batch2,
2023_02_26,FALSE,channel1,FF04677871,rna,rna,nuclei,channel1,pbmc,*,SI-TT-E2,FINNGEN,FINNGEN,GRCh38-2020-A,ARC-v1,HCMJGDSX5,gs://fc-secure-d4adbbf9-8265-4a5c-b14f-23a5f1b5c4f9/bcls/230226_SL-NSE_0596_BHCMJGDSX5,400,200,20,5000,40000,,,,TRUE,batch2,
2023_02_26,FALSE,channel1,FF04677912,rna,rna,nuclei,channel1,pbmc,*,SI-TT-E3,FINNGEN,FINNGEN,GRCh38-2020-A,ARC-v1,HCMJGDSX5,gs://fc-secure-d4adbbf9-8265-4a5c-b14f-23a5f1b5c4f9/bcls/230226_SL-NSE_0596_BHCMJGDSX5,400,200,20,4000,35000,,,,TRUE,batch2,
2023_02_26,FALSE,channel1,FF04677929,rna,rna,nuclei,channel1,pbmc,*,SI-TT-G7,FINNGEN,FINNGEN,GRCh38-2020-A,ARC-v1,HCMJGDSX5,gs://fc-secure-d4adbbf9-8265-4a5c-b14f-23a5f1b5c4f9/bcls/230226_SL-NSE_0596_BHCMJGDSX5,400,200,20,4000,35000,,,,TRUE,batch2,
2023_02_26,FALSE,channel1,FF04678006,rna,rna,nuclei,channel1,pbmc,*,SI-TT-E7,FINNGEN,FINNGEN,GRCh38-2020-A,ARC-v1,HCMJGDSX5,gs://fc-secure-d4adbbf9-8265-4a5c-b14f-23a5f1b5c4f9/bcls/230226_SL-NSE_0596_BHCMJGDSX5,400,200,20,5000,35000,,,,TRUE,batch2,
2023_02_26,FALSE,channel1,FF04678012,rna,rna,nuclei,channel1,pbmc,*,SI-TT-F11,FINNGEN,FINNGEN,GRCh38-2020-A,ARC-v1,HCMJGDSX5,gs://fc-secure-d4adbbf9-8265-4a5c-b14f-23a5f1b5c4f9/bcls/230226_SL-NSE_0596_BHCMJGDSX5,400,200,20,4000,35000,,,,TRUE,batch2,
2023_02_26,FALSE,channel1,FF04678019,rna,rna,nuclei,channel1,pbmc,*,SI-TT-D3,FINNGEN,FINNGEN,GRCh38-2020-A,ARC-v1,HCMJGDSX5,gs://fc-secure-d4adbbf9-8265-4a5c-b14f-23a5f1b5c4f9/bcls/230226_SL-NSE_0596_BHCMJGDSX5,400,200,20,5000,40000,,,,TRUE,batch2,
2023_02_03,FALSE,channel1,FF04678107,rna,rna,nuclei,channel1,pbmc,*,SI-TT-H9,FINNGEN,FINNGEN,GRCh38-2020-A,ARC-v1,H7KTTDSX5,gs://fc-secure-d4adbbf9-8265-4a5c-b14f-23a5f1b5c4f9/bcls/230203_SL-NSH_1070_AH7KTTDSX5,400,200,20,5000,40000,,,,TRUE,batch2,
2023_02_26,FALSE,channel1,FF04678131,rna,rna,nuclei,channel1,pbmc,*,SI-TT-G3,FINNGEN,FINNGEN,GRCh38-2020-A,ARC-v1,HCMJGDSX5,gs://fc-secure-d4adbbf9-8265-4a5c-b14f-23a5f1b5c4f9/bcls/230226_SL-NSE_0596_BHCMJGDSX5,400,200,20,1000,15000,,,,TRUE,batch2,
2023_02_26,FALSE,channel1,FF04678144,rna,rna,nuclei,channel1,pbmc,*,SI-TT-E6,FINNGEN,FINNGEN,GRCh38-2020-A,ARC-v1,HCMC3DSX5,gs://fc-secure-d4adbbf9-8265-4a5c-b14f-23a5f1b5c4f9/bcls/230226_SL-NSE_0597_AHCMC3DSX5,400,200,20,2000,30000,,,,TRUE,batch2,
2023_02_26,FALSE,channel1,FF04678185,rna,rna,nuclei,channel1,pbmc,*,SI-TT-H10,FINNGEN,FINNGEN,GRCh38-2020-A,ARC-v1,HCMJGDSX5,gs://fc-secure-d4adbbf9-8265-4a5c-b14f-23a5f1b5c4f9/bcls/230226_SL-NSE_0596_BHCMJGDSX5,400,200,20,1000,25000,,,,TRUE,batch2,
2023_02_26,FALSE,channel1,FF04678215,rna,rna,nuclei,channel1,pbmc,*,SI-TT-D11,FINNGEN,FINNGEN,GRCh38-2020-A,ARC-v1,HCMJGDSX5,gs://fc-secure-d4adbbf9-8265-4a5c-b14f-23a5f1b5c4f9/bcls/230226_SL-NSE_0596_BHCMJGDSX5,400,200,20,3000,40000,,,,TRUE,batch2,
2023_02_26,FALSE,channel1,FF04679061,rna,rna,nuclei,channel1,pbmc,*,SI-TT-D7,FINNGEN,FINNGEN,GRCh38-2020-A,ARC-v1,HCMJGDSX5,gs://fc-secure-d4adbbf9-8265-4a5c-b14f-23a5f1b5c4f9/bcls/230226_SL-NSE_0596_BHCMJGDSX5,400,200,20,4000,50000,,,,TRUE,batch2,
2023_02_26,FALSE,channel1,FF04679091,rna,rna,nuclei,channel1,pbmc,*,SI-TT-B7,FINNGEN,FINNGEN,GRCh38-2020-A,ARC-v1,HCMJGDSX5,gs://fc-secure-d4adbbf9-8265-4a5c-b14f-23a5f1b5c4f9/bcls/230226_SL-NSE_0596_BHCMJGDSX5,400,200,20,4000,45000,,,,TRUE,batch2,
2023_02_26,FALSE,channel1,FF04679363,rna,rna,nuclei,channel1,pbmc,*,SI-TT-C11,FINNGEN,FINNGEN,GRCh38-2020-A,ARC-v1,HCMJGDSX5,gs://fc-secure-d4adbbf9-8265-4a5c-b14f-23a5f1b5c4f9/bcls/230226_SL-NSE_0596_BHCMJGDSX5,400,200,20,3000,35000,,,,TRUE,batch2,
2023_02_26,FALSE,channel1,FF04679584,rna,rna,nuclei,channel1,pbmc,*,SI-TT-E11,FINNGEN,FINNGEN,GRCh38-2020-A,ARC-v1,HCMJGDSX5,gs://fc-secure-d4adbbf9-8265-4a5c-b14f-23a5f1b5c4f9/bcls/230226_SL-NSE_0596_BHCMJGDSX5,400,200,20,3000,35000,,,,TRUE,batch2,
2023_02_26,FALSE,channel1,FF04679635,rna,rna,nuclei,channel1,pbmc,*,SI-TT-C3,FINNGEN,FINNGEN,GRCh38-2020-A,ARC-v1,HCMJGDSX5,gs://fc-secure-d4adbbf9-8265-4a5c-b14f-23a5f1b5c4f9/bcls/230226_SL-NSE_0596_BHCMJGDSX5,400,200,20,4000,35000,,,,TRUE,batch2,
2023_02_26,FALSE,channel1,FF05494391,rna,rna,nuclei,channel1,pbmc,*,SI-TT-A9,FINNGEN,FINNGEN,GRCh38-2020-A,ARC-v1,HCMC3DSX5,gs://fc-secure-d4adbbf9-8265-4a5c-b14f-23a5f1b5c4f9/bcls/230226_SL-NSE_0597_AHCMC3DSX5,400,200,20,3000,40000,,,,TRUE,batch2,
2023_01_20,FALSE,channel1,FF05494449,rna,rna,nuclei,channel1,pbmc,*,SI-TT-A1,FINNGEN,FINNGEN,GRCh38-2020-A,ARC-v1,AAANGLFHV,gs://fc-secure-d4adbbf9-8265-4a5c-b14f-23a5f1b5c4f9/bcls/230120_SL-NTA_20_AAANGLFHV,400,200,20,4000,40000,,,,TRUE,batch2,bcl_convert
2023_01_20,FALSE,channel1,FF05494554,rna,rna,nuclei,channel1,pbmc,*,SI-TT-E1,FINNGEN,FINNGEN,GRCh38-2020-A,ARC-v1,AAANGLFHV,gs://fc-secure-d4adbbf9-8265-4a5c-b14f-23a5f1b5c4f9/bcls/230120_SL-NTA_20_AAANGLFHV,400,200,20,3000,20000,,,,TRUE,batch2,bcl_convert
2023_01_20,FALSE,channel1,FF05494555,rna,rna,nuclei,channel1,pbmc,*,SI-TT-F1,FINNGEN,FINNGEN,GRCh38-2020-A,ARC-v1,AAANGLFHV,gs://fc-secure-d4adbbf9-8265-4a5c-b14f-23a5f1b5c4f9/bcls/230120_SL-NTA_20_AAANGLFHV,400,200,20,4000,35000,,,,TRUE,batch2,bcl_convert
2023_01_20,FALSE,channel1,FF05494624,rna,rna,nuclei,channel1,pbmc,*,SI-TT-G1,FINNGEN,FINNGEN,GRCh38-2020-A,ARC-v1,AAANGLFHV,gs://fc-secure-d4adbbf9-8265-4a5c-b14f-23a5f1b5c4f9/bcls/230120_SL-NTA_20_AAANGLFHV,400,200,20,3000,35000,,,,TRUE,batch2,bcl_convert
2023_01_20,FALSE,channel1,FF05494733,rna,rna,nuclei,channel1,pbmc,*,SI-TT-C1,FINNGEN,FINNGEN,GRCh38-2020-A,ARC-v1,AAANGLFHV,gs://fc-secure-d4adbbf9-8265-4a5c-b14f-23a5f1b5c4f9/bcls/230120_SL-NTA_20_AAANGLFHV,400,200,20,2000,30000,,,,TRUE,batch2,bcl_convert
2023_02_26,FALSE,channel1,FF06996062,rna,rna,nuclei,channel1,pbmc,*,SI-TT-D6,FINNGEN,FINNGEN,GRCh38-2020-A,ARC-v1,HCMC3DSX5,gs://fc-secure-d4adbbf9-8265-4a5c-b14f-23a5f1b5c4f9/bcls/230226_SL-NSE_0597_AHCMC3DSX5,400,200,20,3000,35000,,,,TRUE,batch2,
